Sample,Site,Drainage,G1,G2,G3,G4,G5,G6,G7,G8,G9,S1,S2,S3,S4,S5,S6,S7,S8,S9,Ai,STi
G100073Ap2,Aripo 2,Caroni,Pore-DAB*133,Pore-DAB*120,Pore-DAB*352,Pore-DAB*206,Pore-DAB*104,,,,,11,8,1,9,9,,,,,5,4
G100074Ap2,Aripo 2,Caroni,Pore-DAB*363,Pore-DAB*296,Pore-DAB*375,Pore-DAB*104,,,,,,2,8,9,9,,,,,,4,3
G100075Ap2,Aripo 2,Caroni,Pore-DAB*363,Pore-DAB*296,Pore-DAB*292,Pore-DAB*374,Pore-DAB*104,Pore-DAB*202,,,,2,8,13,9,9,9,,,,6,4
G100081-Ap2,Aripo 2,Caroni,Pore-DAB*208,Pore-DAB*107,Pore-DAB*373,,,,,,,4,7,9,,,,,,,3,3
G100760Q1,Quare 1,Oropouche,Pore-DAB*265,Pore-DAB*269,,,,,,,,12,13,,,,,,,,2,2
G100761Q1,Quare 1,Oropouche,Pore-DAB*267,Pore-DAB*258,Pore-DAB*254,Pore-DAB*256,Pore-DAB*206,,,,,11,8,2,9,9,,,,,5,4
G100762Q1,Quare 1,Oropouche,Pore-DAB*254,Pore-DAB*256,,,,,,,,2,9,,,,,,,,2,2
G100763Q1,Quare 1,Oropouche,Pore-DAB*267,Pore-DAB*268,Pore-DAB*371,Pore-DAB*265,Pore-DAB*269,,,,,11,13,9,12,13,,,,,5,4
G100763-Q1,Quare 1,Oropouche,Pore-DAB*267,Pore-DAB*268,Pore-DAB*266,Pore-DAB*371,,,,,,11,13,12,9,,,,,,4,4
G100764Q1,Quare 1,Oropouche,Pore-DAB*254,Pore-DAB*258,Pore-DAB*267,Pore-DAB*256,Pore-DAB*263,,,,,2,8,11,9,13,,,,,5,5
G100764-Q1,Quare 1,Oropouche,Pore-DAB*254,Pore-DAB*256,Pore-DAB*263,Pore-DAB*267,Pore-DAB*258,Pore-DAB*206,,,,2,9,13,11,8,9,,,,6,5
G100765Q1,Quare 1,Oropouche,Pore-DAB*269,Pore-DAB*268,,,,,,,,13,13,,,,,,,,2,1
G100766Q1,Quare 1,Oropouche,Pore-DAB*257,Pore-DAB*267,Pore-DAB*371,Pore-DAB*269,,,,,,6,11,9,13,,,,,,4,4
G100767Q1,Quare 1,Oropouche,Pore-DAB*103,,,,,,,,,9,,,,,,,,,1,1
G100768Q1,Quare 1,Oropouche,Pore-DAB*255,Pore-DAB*264,Pore-DAB*271,Pore-DAB*256,,,,,,2,13,9,9,,,,,,4,3
G100769-Q1,Quare 1,Oropouche,Pore-DAB*267,Pore-DAB*254,Pore-DAB*103,Pore-DAB*269,,,,,,11,2,9,13,,,,,,4,4
G100770Q1,Quare 1,Oropouche,Pore-DAB*133,Pore-DAB*120,,,,,,,,11,8,,,,,,,,2,2
G100771Q1,Quare 1,Oropouche,Pore-DAB*267,Pore-DAB*387,Pore-DAB*282,Pore-DAB*271,,,,,,11,2,13,9,,,,,,4,4
G100771-Q1,Quare 1,Oropouche,Pore-DAB*267,Pore-DAB*387,Pore-DAB*268,Pore-DAB*282,Pore-DAB*271,,,,,11,2,13,13,9,,,,,5,4
G100772Q1,Quare 1,Oropouche,Pore-DAB*257,Pore-DAB*256,Pore-DAB*267,Pore-DAB*254,,,,,,6,9,11,2,,,,,,4,4
G100773Q1,Quare 1,Oropouche,Pore-DAB*267,Pore-DAB*270,,,,,,,,11,9,,,,,,,,2,2
G100773-Q1,Quare 1,Oropouche,Pore-DAB*268,Pore-DAB*267,Pore-DAB*270,,,,,,,13,11,9,,,,,,,3,3
G100774Q1,Quare 1,Oropouche,Pore-DAB*257,Pore-DAB*267,Pore-DAB*206,,,,,,,6,11,9,,,,,,,3,3
G100775Q1,Quare 1,Oropouche,Pore-DAB*257,Pore-DAB*103,,,,,,,,6,9,,,,,,,,2,2
G100776Q1,Quare 1,Oropouche,Pore-DAB*265,Pore-DAB*206,Pore-DAB*267,Pore-DAB*263,,,,,,12,9,11,13,,,,,,4,4
G100777Q1,Quare 1,Oropouche,Pore-DAB*444,Pore-DAB*268,Pore-DAB*104,Pore-DAB*103,,,,,,3,13,9,9,,,,,,4,3
G100777-Q1,Quare 1,Oropouche,Pore-DAB*444,Pore-DAB*104,Pore-DAB*103,Pore-DAB*268,,,,,,3,9,9,13,,,,,,4,3
G100778Q1,Quare 1,Oropouche,Pore-DAB*267,Pore-DAB*255,Pore-DAB*262,,,,,,,11,2,13,,,,,,,3,3
G100778-Q1,Quare 1,Oropouche,Pore-DAB*267,Pore-DAB*255,Pore-DAB*262,,,,,,,11,2,13,,,,,,,3,3
G100779Q1,Quare 1,Oropouche,Pore-DAB*257,Pore-DAB*254,,,,,,,,6,2,,,,,,,,2,2
G100780Q1,Quare 1,Oropouche,Pore-DAB*252,,,,,,,,,2,,,,,,,,,1,1
G100780-Q1,Quare 1,Oropouche,Pore-DAB*266,Pore-DAB*252,,,,,,,,12,2,,,,,,,,2,2
G100781Q1,Quare 1,Oropouche,Pore-DAB*259,Pore-DAB*254,Pore-DAB*267,Pore-DAB*103,Pore-DAB*255,Pore-DAB*262,,,,4,2,11,9,2,13,,,,6,5
G100781-Q1,Quare 1,Oropouche,Pore-DAB*259,Pore-DAB*254,Pore-DAB*103,Pore-DAB*267,,,,,,4,2,9,11,,,,,,4,4
G100782Q1,Quare 1,Oropouche,Pore-DAB*254,Pore-DAB*264,Pore-DAB*257,,,,,,,2,13,6,,,,,,,3,3
G100783Q1,Quare 1,Oropouche,Pore-DAB*133,Pore-DAB*120,Pore-DAB*254,Pore-DAB*256,Pore-DAB*103,,,,,11,8,2,9,9,,,,,5,4
G100784Q1,Quare 1,Oropouche,Pore-DAB*267,Pore-DAB*103,,,,,,,,11,9,,,,,,,,2,2
G100785Q1,Quare 1,Oropouche,Pore-DAB*265,Pore-DAB*253,Pore-DAB*271,,,,,,,12,2,9,,,,,,,3,3
G100788Q1,Quare 1,Oropouche,Pore-DAB*260,Pore-DAB*103,,,,,,,,14,9,,,,,,,,2,2
G100788-Q1,Quare 1,Oropouche,Pore-DAB*260,Pore-DAB*103,Pore-DAB*264,,,,,,,14,9,13,,,,,,,3,3
G100789Q1,Quare 1,Oropouche,Pore-DAB*103,Pore-DAB*267,Pore-DAB*263,Pore-DAB*253,,,,,,9,11,13,2,,,,,,4,4
G100790Q1,Quare 1,Oropouche,Pore-DAB*254,Pore-DAB*206,Pore-DAB*261,Pore-DAB*267,Pore-DAB*269,,,,,2,9,14,11,13,,,,,5,5
G100791Q1,Quare 1,Oropouche,Pore-DAB*257,Pore-DAB*254,Pore-DAB*103,Pore-DAB*256,,,,,,6,2,9,9,,,,,,4,3
G101059Q2,Quare 2,Oropouche,Pore-DAB*254,Pore-DAB*256,Pore-DAB*371,,,,,,,2,9,9,,,,,,,3,2
G101060Q2,Quare 2,Oropouche,Pore-DAB*256,Pore-DAB*439,Pore-DAB*250,Pore-DAB*240,Pore-DAB*251,Pore-DAB*271,,,,9,3,3,4,15,9,,,,6,4
G101061-Q2,Quare 2,Oropouche,Pore-DAB*271,Pore-DAB*256,Pore-DAB*269,Pore-DAB*263,,,,,,9,9,13,13,,,,,,4,2
G101062Q2,Quare 2,Oropouche,Pore-DAB*257,Pore-DAB*271,,,,,,,,6,9,,,,,,,,2,2
G101063Q2,Quare 2,Oropouche,Pore-DAB*271,Pore-DAB*254,,,,,,,,9,2,,,,,,,,2,2
G101064Q2,Quare 2,Oropouche,Pore-DAB*363,Pore-DAB*296,,,,,,,,2,8,,,,,,,,2,2
G101065Q2,Quare 2,Oropouche,Pore-DAB*405,Pore-DAB*391,Pore-DAB*271,,,,,,,2,10,9,,,,,,,3,3
G101066Q2,Quare 2,Oropouche,Pore-DAB*257,,,,,,,,,6,,,,,,,,,1,1
G101067Q2,Quare 2,Oropouche,Pore-DAB*257,Pore-DAB*254,Pore-DAB*271,Pore-DAB*202,,,,,,6,2,9,9,,,,,,4,3
G101069Q2,Quare 2,Oropouche,Pore-DAB*254,Pore-DAB*271,,,,,,,,2,9,,,,,,,,2,2
G101070Q2,Quare 2,Oropouche,Pore-DAB*391,Pore-DAB*405,Pore-DAB*271,Pore-DAB*202,,,,,,10,2,9,9,,,,,,4,3
G101071-Q2,Quare 2,Oropouche,Pore-DAB*268,Pore-DAB*271,Pore-DAB*256,,,,,,,13,9,9,,,,,,,3,2
G101074Q2,Quare 2,Oropouche,Pore-DAB*257,Pore-DAB*439,Pore-DAB*254,,,,,,,6,3,2,,,,,,,3,3
G101075Q2,Quare 2,Oropouche,Pore-DAB*254,Pore-DAB*253,Pore-DAB*250,Pore-DAB*251,Pore-DAB*267,Pore-DAB*240,,,,2,2,3,15,11,4,,,,6,5
G101075-Q2,Quare 2,Oropouche,Pore-DAB*254,Pore-DAB*253,,,,,,,,2,2,,,,,,,,2,1
G101076Q2,Quare 2,Oropouche,Pore-DAB*268,Pore-DAB*263,Pore-DAB*256,Pore-DAB*103,Pore-DAB*353,Pore-DAB*225,,,,13,13,9,9,10,11,,,,6,4
G101076-Q2,Quare 2,Oropouche,Pore-DAB*263,Pore-DAB*268,Pore-DAB*103,Pore-DAB*256,,,,,,13,13,9,9,,,,,,4,2
G101077-Q2,Quare 2,Oropouche,Pore-DAB*257,,,,,,,,,6,,,,,,,,,1,1
G101078Q2,Quare 2,Oropouche,Pore-DAB*257,,,,,,,,,6,,,,,,,,,1,1
G101079Q2,Quare 2,Oropouche,Pore-DAB*438,Pore-DAB*392,Pore-DAB*395,Pore-DAB*103,,,,,,8,11,2,9,,,,,,4,4
G101080Q2,Quare 2,Oropouche,Pore-DAB*256,Pore-DAB*216,Pore-DAB*225,,,,,,,9,11,11,,,,,,,3,2
G101081Q2,Quare 2,Oropouche,Pore-DAB*257,,,,,,,,,6,,,,,,,,,1,1
G100109T2,Turure 2,Oropouche,Pore-DAB*221,Pore-DAB*210,Pore-DAB*378,Pore-DAB*271,Pore-DAB*103,,,,,10,12,15,9,9,,,,,5,4
G100110T2,Turure 2,Oropouche,Pore-DAB*353,Pore-DAB*344,Pore-DAB*271,Pore-DAB*318,,,,,,10,14,9,9,,,,,,4,3
G100111T2,Turure 2,Oropouche,Pore-DAB*338,Pore-DAB*350,Pore-DAB*406,Pore-DAB*103,,,,,,4,10,2,9,,,,,,4,4
G100112T2,Turure 2,Oropouche,Pore-DAB*218,Pore-DAB*265,Pore-DAB*271,Pore-DAB*202,,,,,,8,12,9,9,,,,,,4,3
G100113T2,Turure 2,Oropouche,Pore-DAB*338,Pore-DAB*222,Pore-DAB*271,Pore-DAB*202,,,,,,4,10,9,9,,,,,,4,3
G100114T2,Turure 2,Oropouche,Pore-DAB*208,Pore-DAB*432,Pore-DAB*202,Pore-DAB*103,,,,,,4,13,9,9,,,,,,4,3
G100115T2,Turure 2,Oropouche,Pore-DAB*225,Pore-DAB*441,Pore-DAB*103,Pore-DAB*335,,,,,,11,4,9,9,,,,,,4,3
G100116T2,Turure 2,Oropouche,Pore-DAB*222,Pore-DAB*104,Pore-DAB*271,,,,,,,10,9,9,,,,,,,3,2
G100117T2,Turure 2,Oropouche,Pore-DAB*208,Pore-DAB*312,Pore-DAB*373,Pore-DAB*103,,,,,,4,10,9,9,,,,,,4,3
G100118T2,Turure 2,Oropouche,Pore-DAB*345,Pore-DAB*209,Pore-DAB*205,Pore-DAB*271,Pore-DAB*202,,,,,14,6,1,9,9,,,,,5,4
G100119T2,Turure 2,Oropouche,Pore-DAB*338,Pore-DAB*218,Pore-DAB*355,Pore-DAB*335,Pore-DAB*373,,,,,4,8,11,9,9,,,,,5,4
G100120T2,Turure 2,Oropouche,Pore-DAB*207,Pore-DAB*271,Pore-DAB*335,,,,,,,12,9,9,,,,,,,3,2
G100121T2,Turure 2,Oropouche,Pore-DAB*353,Pore-DAB*208,Pore-DAB*271,Pore-DAB*103,,,,,,10,4,9,9,,,,,,4,3
G100122T2,Turure 2,Oropouche,Pore-DAB*353,Pore-DAB*208,Pore-DAB*202,Pore-DAB*335,,,,,,10,4,9,9,,,,,,4,3
G100123T2,Turure 2,Oropouche,Pore-DAB*353,Pore-DAB*441,Pore-DAB*103,Pore-DAB*202,,,,,,10,4,9,9,,,,,,4,3
G100124T2,Turure 2,Oropouche,Pore-DAB*344,Pore-DAB*398,Pore-DAB*335,,,,,,,14,15,9,,,,,,,3,3
G100125T2,Turure 2,Oropouche,Pore-DAB*216,Pore-DAB*207,Pore-DAB*202,,,,,,,11,12,9,,,,,,,3,3
G100126T2,Turure 2,Oropouche,Pore-DAB*345,Pore-DAB*353,Pore-DAB*202,Pore-DAB*103,,,,,,14,10,9,9,,,,,,4,3
G100127T2,Turure 2,Oropouche,Pore-DAB*208,Pore-DAB*202,Pore-DAB*103,,,,,,,4,9,9,,,,,,,3,2
G100128T2,Turure 2,Oropouche,Pore-DAB*218,Pore-DAB*216,Pore-DAB*120,Pore-DAB*335,,,,,,8,11,8,9,,,,,,4,3
G100129T2,Turure 2,Oropouche,Pore-DAB*218,Pore-DAB*222,Pore-DAB*104,Pore-DAB*271,,,,,,8,10,9,9,,,,,,4,3
G100130T2,Turure 2,Oropouche,Pore-DAB*218,Pore-DAB*217,Pore-DAB*271,Pore-DAB*318,,,,,,8,8,9,9,,,,,,4,2
G100131T2,Turure 2,Oropouche,Pore-DAB*218,Pore-DAB*338,,,,,,,,8,4,,,,,,,,2,2
G100132T2,Turure 2,Oropouche,Pore-DAB*353,Pore-DAB*103,,,,,,,,10,9,,,,,,,,2,2
G100133T2,Turure 2,Oropouche,Pore-DAB*353,Pore-DAB*225,Pore-DAB*202,Pore-DAB*103,,,,,,10,11,9,9,,,,,,4,3
G100134T2,Turure 2,Oropouche,Pore-DAB*222,Pore-DAB*218,Pore-DAB*271,Pore-DAB*202,,,,,,10,8,9,9,,,,,,4,3
G100135T2,Turure 2,Oropouche,Pore-DAB*353,Pore-DAB*301,Pore-DAB*103,Pore-DAB*202,,,,,,10,8,9,9,,,,,,4,3
G100136T2,Turure 2,Oropouche,Pore-DAB*344,Pore-DAB*374,Pore-DAB*314,,,,,,,14,9,9,,,,,,,3,2
G100137T2,Turure 2,Oropouche,Pore-DAB*221,Pore-DAB*318,Pore-DAB*103,,,,,,,10,9,9,,,,,,,3,2
G100138T2,Turure 2,Oropouche,Pore-DAB*344,Pore-DAB*271,Pore-DAB*104,,,,,,,14,9,9,,,,,,,3,2
G100140T2,Turure 2,Oropouche,Pore-DAB*353,Pore-DAB*210,Pore-DAB*378,Pore-DAB*271,,,,,,10,12,15,9,,,,,,4,4
G100816T3,Turure 3,Oropouche,Pore-DAB*353,Pore-DAB*271,,,,,,,,10,9,,,,,,,,2,2
G100817T3,Turure 3,Oropouche,Pore-DAB*225,Pore-DAB*420,Pore-DAB*202,Pore-DAB*104,,,,,,11,10,9,9,,,,,,4,3
G100818-T3,Turure 3,Oropouche,Pore-DAB*216,Pore-DAB*225,Pore-DAB*120,Pore-DAB*202,Pore-DAB*103,,,,,11,11,8,9,9,,,,,5,3
G100819-T3,Turure 3,Oropouche,Pore-DAB*434,Pore-DAB*353,Pore-DAB*336,Pore-DAB*271,Pore-DAB*318,Pore-DAB*257,,,,14,10,2,9,9,6,,,,6,5
G100820T3,Turure 3,Oropouche,Pore-DAB*222,Pore-DAB*202,,,,,,,,10,9,,,,,,,,2,2
G100821T3,Turure 3,Oropouche,Pore-DAB*216,Pore-DAB*353,Pore-DAB*120,Pore-DAB*104,Pore-DAB*103,,,,,11,10,8,9,9,,,,,5,4
G100822T3,Turure 3,Oropouche,Pore-DAB*216,Pore-DAB*120,Pore-DAB*104,Pore-DAB*202,,,,,,11,8,9,9,,,,,,4,3
G100823T3,Turure 3,Oropouche,Pore-DAB*216,Pore-DAB*225,Pore-DAB*120,Pore-DAB*103,,,,,,11,11,8,9,,,,,,4,3
G100824T3,Turure 3,Oropouche,Pore-DAB*208,Pore-DAB*216,Pore-DAB*120,,,,,,,4,11,8,,,,,,,3,3
G100825T3,Turure 3,Oropouche,Pore-DAB*216,Pore-DAB*225,Pore-DAB*120,Pore-DAB*103,Pore-DAB*335,,,,,11,11,8,9,9,,,,,5,3
G100826T3,Turure 3,Oropouche,Pore-DAB*353,Pore-DAB*104,,,,,,,,10,9,,,,,,,,2,2
G100827T3,Turure 3,Oropouche,Pore-DAB*434,Pore-DAB*353,Pore-DAB*336,Pore-DAB*104,Pore-DAB*103,,,,,14,10,2,9,9,,,,,5,4
G100828T3,Turure 3,Oropouche,Pore-DAB*434,Pore-DAB*353,Pore-DAB*336,Pore-DAB*271,Pore-DAB*104,,,,,14,10,2,9,9,,,,,5,4
G100829T3,Turure 3,Oropouche,Pore-DAB*223,Pore-DAB*226,Pore-DAB*318,Pore-DAB*271,,,,,,15,13,9,9,,,,,,4,3
G100830T3,Turure 3,Oropouche,Pore-DAB*222,Pore-DAB*223,Pore-DAB*226,Pore-DAB*103,Pore-DAB*335,,,,,10,15,13,9,9,,,,,5,4
G100831T3,Turure 3,Oropouche,Pore-DAB*225,Pore-DAB*353,Pore-DAB*271,Pore-DAB*318,,,,,,11,10,9,9,,,,,,4,3
G100832T3,Turure 3,Oropouche,Pore-DAB*353,Pore-DAB*225,Pore-DAB*103,Pore-DAB*271,,,,,,10,11,9,9,,,,,,4,3
G100833T3,Turure 3,Oropouche,Pore-DAB*216,Pore-DAB*120,Pore-DAB*221,,,,,,,11,8,10,,,,,,,3,3
G100834T3,Turure 3,Oropouche,Pore-DAB*223,Pore-DAB*225,Pore-DAB*226,Pore-DAB*104,,,,,,15,11,13,9,,,,,,4,4
G100835T3,Turure 3,Oropouche,Pore-DAB*208,Pore-DAB*225,Pore-DAB*104,Pore-DAB*335,,,,,,4,11,9,9,,,,,,4,3
G100836T3,Turure 3,Oropouche,Pore-DAB*434,Pore-DAB*336,Pore-DAB*225,,,,,,,14,2,11,,,,,,,3,3
G100837T3,Turure 3,Oropouche,Pore-DAB*216,Pore-DAB*120,Pore-DAB*353,Pore-DAB*271,Pore-DAB*335,,,,,11,8,10,9,9,,,,,5,4
G100838T3,Turure 3,Oropouche,Pore-DAB*216,Pore-DAB*222,Pore-DAB*120,Pore-DAB*271,Pore-DAB*103,,,,,11,10,8,9,9,,,,,5,4
G100839T3,Turure 3,Oropouche,Pore-DAB*353,,,,,,,,,10,,,,,,,,,1,1
G100840T3,Turure 3,Oropouche,Pore-DAB*225,Pore-DAB*226,Pore-DAB*223,Pore-DAB*104,Pore-DAB*271,,,,,11,13,15,9,9,,,,,5,4
G100841T3,Turure 3,Oropouche,Pore-DAB*208,Pore-DAB*225,Pore-DAB*103,,,,,,,4,11,9,,,,,,,3,3
G100842-T3,Turure 3,Oropouche,Pore-DAB*225,Pore-DAB*353,Pore-DAB*335,Pore-DAB*318,,,,,,11,10,9,9,,,,,,4,3
G100843T3,Turure 3,Oropouche,Pore-DAB*225,,,,,,,,,11,,,,,,,,,1,1
G100844T3,Turure 3,Oropouche,Pore-DAB*225,Pore-DAB*353,Pore-DAB*104,,,,,,,11,10,9,,,,,,,3,3
G100845T3,Turure 3,Oropouche,Pore-DAB*225,Pore-DAB*104,Pore-DAB*271,,,,,,,11,9,9,,,,,,,3,2
G100846T3,Turure 3,Oropouche,Pore-DAB*222,Pore-DAB*353,Pore-DAB*104,,,,,,,10,10,9,,,,,,,3,2
G100847T3,Turure 3,Oropouche,Pore-DAB*225,Pore-DAB*226,Pore-DAB*223,Pore-DAB*104,Pore-DAB*271,,,,,11,13,15,9,9,,,,,5,4
LS1,La Seiva,Oropouche,Pore-DAB*385,Pore-DAB*221,,,,,,,,12,10,,,,,,,,2,2
LS10,La Seiva,Oropouche,Pore-DAB*434,Pore-DAB*353,Pore-DAB*336,,,,,,,14,10,2,,,,,,,3,3
LS11,La Seiva,Oropouche,Pore-DAB*221,Pore-DAB*525,Pore-DAB*524,Pore-DAB*103,Pore-DAB*202,,,,,10,14,15,9,9,,,,,5,4
LS12,La Seiva,Oropouche,Pore-DAB*207,Pore-DAB*432,,,,,,,,12,13,,,,,,,,2,2
LS13,La Seiva,Oropouche,Pore-DAB*353,Pore-DAB*208,Pore-DAB*202,Pore-DAB*103,,,,,,10,4,9,9,,,,,,4,3
LS14,La Seiva,Oropouche,Pore-DAB*345,Pore-DAB*221,,,,,,,,14,10,,,,,,,,2,2
LS15,La Seiva,Oropouche,Pore-DAB*344,Pore-DAB*308,,,,,,,,14,12,,,,,,,,2,2
LS16,La Seiva,Oropouche,Pore-DAB*225,,,,,,,,,11,,,,,,,,,1,1
LS17,La Seiva,Oropouche,Pore-DAB*441,Pore-DAB*210,Pore-DAB*203,,,,,,,4,12,15,,,,,,,3,3
LS18,La Seiva,Oropouche,Pore-DAB*216,Pore-DAB*353,Pore-DAB*120,,,,,,,11,10,8,,,,,,,3,3
LS2,La Seiva,Oropouche,Pore-DAB*345,Pore-DAB*103,,,,,,,,14,9,,,,,,,,2,2
LS20,La Seiva,Oropouche,Pore-DAB*207,Pore-DAB*373,Pore-DAB*271,,,,,,,12,9,9,,,,,,,3,2
LS21,La Seiva,Oropouche,Pore-DAB*208,Pore-DAB*210,,,,,,,,4,12,,,,,,,,2,2
LS22,La Seiva,Oropouche,Pore-DAB*312,Pore-DAB*338,,,,,,,,10,4,,,,,,,,2,2
LS23,La Seiva,Oropouche,Pore-DAB*434,Pore-DAB*210,Pore-DAB*336,Pore-DAB*203,,,,,,14,12,2,15,,,,,,4,4
LS24,La Seiva,Oropouche,Pore-DAB*208,Pore-DAB*353,,,,,,,,4,10,,,,,,,,2,2
LS25,La Seiva,Oropouche,Pore-DAB*216,Pore-DAB*120,Pore-DAB*344,Pore-DAB*250,,,,,,11,8,14,3,,,,,,4,4
LS26,La Seiva,Oropouche,Pore-DAB*208,Pore-DAB*384,,,,,,,,4,12,,,,,,,,2,2
LS27,La Seiva,Oropouche,Pore-DAB*345,Pore-DAB*301,,,,,,,,14,8,,,,,,,,2,2
LS3,La Seiva,Oropouche,Pore-DAB*312,Pore-DAB*435,Pore-DAB*373,Pore-DAB*335,,,,,,10,14,9,9,,,,,,4,3
LS4,La Seiva,Oropouche,Pore-DAB*216,Pore-DAB*120,Pore-DAB*385,Pore-DAB*103,Pore-DAB*335,,,,,11,8,12,9,9,,,,,5,4
LS5,La Seiva,Oropouche,Pore-DAB*434,,,,,,,,,14,,,,,,,,,1,1
LS7,La Seiva,Oropouche,Pore-DAB*221,Pore-DAB*208,,,,,,,,10,4,,,,,,,,2,2
LS8,La Seiva,Oropouche,Pore-DAB*221,Pore-DAB*322,Pore-DAB*271,,,,,,,10,3,9,,,,,,,3,3
LS9,La Seiva,Oropouche,Pore-DAB*355,Pore-DAB*338,Pore-DAB*208,,,,,,,11,4,4,,,,,,,3,2
Matura-p1_4F,Matura,NE,Pore-DAB*662,Pore-DAB*704,Pore-DAB*206,,,,,,,14,13,9,,,,,,,3,3
Matura-p1_4H,Matura,NE,Pore-DAB*734,Pore-DAB*206,Pore-DAB*744,,,,,,,14,9,13,,,,,,,3,3
Matura-p1_5A,Matura,NE,Pore-DAB*704,Pore-DAB*695,Pore-DAB*206,Pore-DAB*103,,,,,,13,13,9,9,,,,,,4,2
Matura-p1_5B,Matura,NE,Pore-DAB*707,Pore-DAB*206,,,,,,,,14,9,,,,,,,,2,2
Matura-p1_5C,Matura,NE,Pore-DAB*749,Pore-DAB*103,,,,,,,,12,9,,,,,,,,2,2
Matura-p1_5D,Matura,NE,Pore-DAB*692,Pore-DAB*731,Pore-DAB*206,Pore-DAB*371,,,,,,13,13,9,9,,,,,,4,2
Matura-p1_5E,Matura,NE,Pore-DAB*707,Pore-DAB*694,Pore-DAB*206,,,,,,,14,13,9,,,,,,,3,3
Matura-p1_5F,Matura,NE,Pore-DAB*693,Pore-DAB*744,Pore-DAB*371,Pore-DAB*103,,,,,,13,13,9,9,,,,,,4,2
Matura-p1_5G,Matura,NE,Pore-DAB*749,Pore-DAB*271,Pore-DAB*206,Pore-DAB*539,,,,,,12,9,9,13,,,,,,4,3
Matura-p1_5H,Matura,NE,Pore-DAB*690,Pore-DAB*206,Pore-DAB*271,Pore-DAB*744,,,,,,13,9,9,13,,,,,,4,2
Matura-p1_6A,Matura,NE,Pore-DAB*741,Pore-DAB*733,Pore-DAB*206,Pore-DAB*103,,,,,,12,13,9,9,,,,,,4,3
Matura-p1_6B,Matura,NE,Pore-DAB*749,Pore-DAB*691,Pore-DAB*371,Pore-DAB*103,,,,,,12,13,9,9,,,,,,4,3
Matura-p1_6C,Matura,NE,Pore-DAB*662,Pore-DAB*690,Pore-DAB*206,Pore-DAB*371,,,,,,14,13,9,9,,,,,,4,3
Matura-p1_6D,Matura,NE,Pore-DAB*778,Pore-DAB*206,Pore-DAB*728,,,,,,,15,9,13,,,,,,,3,3
Matura-p1_6E,Matura,NE,Pore-DAB*749,Pore-DAB*691,Pore-DAB*271,Pore-DAB*206,,,,,,12,13,9,9,,,,,,4,3
Matura-p1_6F,Matura,NE,Pore-DAB*734,Pore-DAB*706,Pore-DAB*371,,,,,,,14,13,9,,,,,,,3,3
Matura-p1_6G,Matura,NE,Pore-DAB*692,Pore-DAB*271,,,,,,,,13,9,,,,,,,,2,2
Matura-p1_6H,Matura,NE,Pore-DAB*748,Pore-DAB*690,Pore-DAB*103,,,,,,,12,13,9,,,,,,,3,3
Matura-p1_7A,Matura,NE,Pore-DAB*707,Pore-DAB*206,Pore-DAB*692,,,,,,,14,9,13,,,,,,,3,3
Matura-p1_7B,Matura,NE,Pore-DAB*662,Pore-DAB*744,Pore-DAB*103,,,,,,,14,13,9,,,,,,,3,3
Matura-p1_7C,Matura,NE,Pore-DAB*783,Pore-DAB*206,Pore-DAB*780,,,,,,,6,9,13,,,,,,,3,3
Matura-p1_7D,Matura,NE,Pore-DAB*749,Pore-DAB*692,Pore-DAB*271,,,,,,,12,13,9,,,,,,,3,3
Matura-p1_7E,Matura,NE,Pore-DAB*330,Pore-DAB*690,Pore-DAB*206,,,,,,,3,13,9,,,,,,,3,3
Matura-p1_7F,Matura,NE,Pore-DAB*707,Pore-DAB*302,Pore-DAB*206,Pore-DAB*371,,,,,,14,14,9,9,,,,,,4,2
Matura-p1_7G,Matura,NE,Pore-DAB*778,Pore-DAB*714,Pore-DAB*728,Pore-DAB*103,Pore-DAB*371,,,,,15,14,13,9,9,,,,,5,4
Matura-p1_7H,Matura,NE,Pore-DAB*749,Pore-DAB*705,Pore-DAB*271,Pore-DAB*371,,,,,,12,13,9,9,,,,,,4,3
Matura-p1_8A,Matura,NE,Pore-DAB*749,Pore-DAB*206,Pore-DAB*744,,,,,,,12,9,13,,,,,,,3,3
Matura-p1_8B,Matura,NE,Pore-DAB*749,Pore-DAB*206,Pore-DAB*744,,,,,,,12,9,13,,,,,,,3,3
Matura-p1_8C,Matura,NE,Pore-DAB*749,Pore-DAB*783,Pore-DAB*271,Pore-DAB*206,,,,,,12,6,9,9,,,,,,4,3
Faecal Dump Road-p1_12D,Faecal Dump Road,SE,Pore-DAB*751,Pore-DAB*740,Pore-DAB*660,Pore-DAB*788,,,,,,11,10,15,9,,,,,,4,4
Faecal Dump Road-p1_12E,Faecal Dump Road,SE,Pore-DAB*757,Pore-DAB*104,Pore-DAB*371,,,,,,,6,9,9,,,,,,,3,2
Faecal Dump Road-p1_12F,Faecal Dump Road,SE,Pore-DAB*740,Pore-DAB*356,Pore-DAB*660,Pore-DAB*276,,,,,,10,11,15,9,,,,,,4,4
Faecal Dump Road-p1_12G,Faecal Dump Road,SE,Pore-DAB*356,Pore-DAB*649,Pore-DAB*757,Pore-DAB*788,,,,,,11,8,6,9,,,,,,4,4
